station,full,reduced,season,interchanges,code,network_rail_region,local_authority
Stratford-Upon-Avon,96330,315088,163400,2,SAV,North West and Central,Warwickshire
Stratford-upon-Avon Parkway,17610,34680,2312,717,STY,North West and Central,Warwickshire
Strathcarron,3678,1630,62,0,STC,Scotland,Highland
Strawberry Hill,174462,226710,53224,55,STW,Southern,Richmond upon Thames
Streatham (Greater London),539260,759136,389224,252336,STE,Southern,Lambeth
Streatham Common,572906,867038,640556,116097,SRC,Southern,Lambeth
Streatham Hill,301956,439070,219364,0,SRH,Southern,Lambeth
Streethouse,9006,5952,3324,0,SHC,Eastern,Wakefield
Strines,4402,6124,4446,0,SRN,North West and Central,Stockport
Stromeferry,752,166,0,0,STF,Scotland,Highland
Strood (Kent),282714,342206,247026,307618,SOO,Southern,Medway
Stroud (Gloucs),25126,346422,75684,0,STD,Wales and Western,Gloucestershire
Sturry,19482,32808,20054,0,STU,Southern,Kent
Styal,5840,4236,1422,0,SYA,North West and Central,Cheshire East
Sudbury (Suffolk),63670,111178,49436,0,SUY,Eastern,Suffolk
Sudbury and Harrow Road,11072,1926,2354,0,SUD,North West and Central,Brent
Sudbury Hill Harrow,19894,11858,3540,0,SDH,North West and Central,Harrow
Sugar Loaf,64,12,0,0,SUG,Wales and Western,Powys
Summerston,14954,50282,6032,0,SUM,Scotland,Glasgow City
Sunbury,71334,77954,61110,0,SUU,Southern,Surrey
Sunderland,102942,251792,31088,3224,SUN,Eastern,Sunderland
Sundridge Park,46914,46442,15338,0,SUP,Southern,Bromley
Sunningdale,153966,168700,41058,0,SNG,Southern,Windsor and Maidenhead
Sunnymeads,9706,15682,2314,0,SNY,Southern,Windsor and Maidenhead
Surbiton,1618814,2614778,754268,371765,SUR,Southern,Kingston upon Thames
Surrey Quays,953262,1958148,513838,318194,SQE,Southern,Southwark
Sutton (London),1123234,1712766,856266,336060,SUO,Southern,Sutton
Sutton Coldfield,173752,273452,198292,0,SUT,North West and Central,Birmingham
Sutton Common,68932,73770,47720,0,SUC,Southern,Sutton
Sutton Parkway,67122,32172,11818,0,SPK,Eastern,Nottinghamshire
Swale,3778,1890,4486,0,SWL,Southern,Kent
Swanley,311608,491268,119404,59018,SAY,Southern,Kent
Swanscombe,70618,77742,61198,0,SWM,Southern,Kent
Swansea,677586,695644,104786,66720,SWA,Wales and Western,Swansea
Swanwick,142476,209712,66210,0,SNW,Southern,Hampshire
Sway,11120,30160,8884,0,SWY,Southern,Hampshire
Swaythling,17626,29356,10658,0,SWG,Southern,Southampton
Swinderby,8904,1210,748,0,SWD,Eastern,Lincolnshire
Swindon (Wilts),175712,1679292,193242,103016,SWI,Wales and Western,Swindon
Swineshead,416,112,772,0,SWE,Eastern,Lincolnshire
Swinton (Manchester),50402,42026,23066,0,SNN,North West and Central,Salford
Swinton (South Yorks),101944,89910,60470,2354,SWN,Eastern,Rotherham
Sydenham (London),740562,1274520,386322,0,SYD,Southern,Lewisham
Sydenham Hill,171970,212088,101912,0,SYH,Southern,Southwark
Syon Lane,223296,167748,131720,0,SYL,Southern,Hounslow
Syston,76226,20678,11840,0,SYS,Eastern,Leicestershire
Tackley,3130,10936,508,0,TAC,Wales and Western,Oxfordshire
Tadworth,51636,51782,25262,0,TAD,Southern,Surrey
Taffs Well,105378,5138,33012,0,TAF,Wales and Western,Rhondda Cynon Taf
Tain,14742,3048,1874,0,TAI,Scotland,Highland
Talsarnau,1506,322,0,0,TAL,Wales and Western,Gwynedd
Talybont,11116,3146,2018,0,TLB,Wales and Western,Gwynedd
Tal-y-Cafn,874,238,0,0,TLC,Wales and Western,Conwy
Tame Bridge Parkway,110242,171980,70688,0,TAB,North West and Central,Sandwell
Tamworth,368756,414406,50852,209300,TAM,North West and Central,Staffordshire
Taplow,86796,132076,57696,0,TAP,Wales and Western,Buckinghamshire
Tattenham Corner,35354,38526,15810,0,TAT,Southern,Surrey
Taunton,186456,961488,48858,71157,TAU,Wales and Western,Somerset
Taynuilt,6958,3162,25336,0,TAY,Scotland,Argyll and Bute
Teddington,382438,581342,124964,46622,TED,Southern,Richmond upon Thames
Teesside Airport,4,38,0,0,TEA,Eastern,Darlington
Teignmouth,78634,410076,118046,0,TGM,Wales and Western,Devon
Telford Central,179448,439108,79638,3859,TFC,North West and Central,Telford and Wrekin
Templecombe,7040,43986,6062,0,TMC,Southern,Somerset
Tenby,44978,25270,332,0,TEN,Wales and Western,Pembrokeshire
Teynham,36568,43492,39372,0,TEY,Southern,Kent
Thames Ditton,209874,223014,64892,0,THD,Southern,Surrey
Thatcham,80470,167840,59066,0,THA,Wales and Western,West Berkshire
Thatto Heath,36516,42404,19862,0,THH,North West and Central,St. Helens
The Hawthorns,54672,93786,76742,0,THW,North West and Central,Sandwell
The Lakes (Warks),2872,3446,2980,0,TLK,North West and Central,Warwickshire
Theale,65014,105898,42870,0,THE,Wales and Western,West Berkshire
Theobalds Grove,173252,272522,34522,0,TEO,Eastern,Hertfordshire
Thetford,46690,149856,29476,3,TTF,Eastern,Norfolk
Thirsk,54802,136408,17752,0,THI,Eastern,North Yorkshire
Thornaby,88404,306904,48300,42522,TBY,Eastern,Stockton-on-Tees
Thorne North,39606,35258,20406,1609,TNN,Eastern,Doncaster
Thorne South,27268,21094,11440,0,TNS,Eastern,Doncaster
Thornford,722,1554,90,6,THO,Southern,Dorset
Thornliebank,41396,79906,22794,0,THB,Scotland,East Renfrewshire
Thornton Abbey,292,462,0,0,TNA,Eastern,North Lincolnshire
Thornton Heath,450252,715714,526288,0,TTH,Southern,Croydon
Thorntonhall,3378,6262,1490,0,THT,Scotland,South Lanarkshire
Thorpe Bay,196534,162754,107228,0,TPB,Eastern,Southend-on-Sea
Thorpe Culvert,350,116,114,0,TPC,Eastern,Lincolnshire
Thorpe-le-Soken,30494,35222,29866,192409,TLS,Eastern,Essex
Three Bridges,591944,1130570,472352,560134,TBD,Southern,West Sussex
Three Oaks,2754,4104,2094,0,TOK,Southern,East Sussex
Thurgarton,1348,104,276,0,THU,Eastern,Nottinghamshire
Thurnscoe,27314,20994,13842,0,THC,Eastern,Barnsley
Thurso,13920,11260,20,0,THS,Scotland,Highland
Thurston,26818,27910,21308,0,TRS,Eastern,Suffolk
Tilbury Town,399364,232778,293358,32171,TIL,Eastern,Thurrock
Tile Hill,86654,164452,75088,0,THL,North West and Central,Coventry
Tilehurst,53764,121800,65664,0,TLH,Wales and Western,Reading
Tipton,62344,113798,44606,0,TIP,North West and Central,Sandwell
Tir-Phil,14222,522,2448,0,TIR,Wales and Western,Caerphilly
Tisbury,25218,78416,22782,0,TIS,Southern,Wiltshire
Tiverton Parkway,25448,348954,30820,0,TVP,Wales and Western,Devon
Todmorden,155266,204864,71064,0,TOD,North West and Central,Calderdale
Tolworth,130454,162794,91738,0,TOL,Southern,Kingston upon Thames
Ton Pentre,33322,1672,10352,0,TPN,Wales and Western,Rhondda Cynon Taf
Tonbridge,642654,1181986,1161182,299119,TON,Southern,Kent
Tondu,22354,844,5172,0,TDU,Wales and Western,Bridgend
Tonfanau,870,246,0,0,TNF,Wales and Western,Gwynedd
Tonypandy,49042,1970,10328,0,TNP,Wales and Western,Rhondda Cynon Taf
Tooting,220724,263128,146964,0,TOO,Southern,Merton
Topsham,104242,88572,13882,0,TOP,Wales and Western,Devon
Torquay,35826,330092,46676,3312,TQY,Wales and Western,Torbay
Torre,56652,128234,117110,0,TRR,Wales and Western,Torbay
Totnes,36412,457500,81718,0,TOT,Wales and Western,Devon
Tottenham Hale,2162238,3084880,849350,407698,TOM,Eastern,Haringey
Totton,59526,92030,25436,0,TTN,Southern,Hampshire
Town Green,58818,189308,42018,0,TWN,North West and Central,Lancashire
Trafford Park,15338,12376,3606,0,TRA,North West and Central,Trafford
Trefforest,335430,14114,48186,0,TRF,Wales and Western,Rhondda Cynon Taf
Trefforest Estate,30008,696,6962,0,TRE,Wales and Western,Rhondda Cynon Taf
Trehafod,16598,776,3960,0,TRH,Wales and Western,Rhondda Cynon Taf
Treherbert,60186,3074,32724,0,TRB,Wales and Western,Rhondda Cynon Taf
Treorchy,46088,2108,29692,0,TRY,Wales and Western,Rhondda Cynon Taf
Trimley,14544,13002,8066,0,TRM,Eastern,Suffolk
Tring,134168,242132,48996,771,TRI,North West and Central,Hertfordshire
Troed-Y-Rhiw,18920,564,5786,0,TRD,Wales and Western,Merthyr Tydfil
Troon,72390,169104,30112,3245,TRN,Scotland,South Ayrshire
Trowbridge,265056,283158,92162,31481,TRO,Wales and Western,Wiltshire
Truro,91090,775436,182042,214608,TRU,Wales and Western,Cornwall
Tulloch,1196,304,0,0,TUL,Scotland,Highland
